,location_code,fiscal_year,budget_category,amountNum
15345,Q189,2022,Paraprofessionals,573413
15346,Q189,2022,Teacher,4478752
15347,Q189,2023,Leadership,470299
15348,Q189,2023,Paraprofessionals,592421
15349,Q189,2023,Teacher,4152229
15350,Q190,2018,Leadership,473935
15351,Q190,2018,Paraprofessionals,199956
15352,Q190,2018,Teacher,4745521
15353,Q190,2019,Leadership,515811
15354,Q190,2019,Paraprofessionals,189619
15355,Q190,2019,Teacher,5349441
15356,Q190,2020,Leadership,397524
15357,Q190,2020,Paraprofessionals,282191
15358,Q190,2020,Teacher,5653208
15359,Q190,2021,Leadership,567616
15360,Q190,2021,Paraprofessionals,267799
15361,Q190,2021,Teacher,5784520
15362,Q190,2022,Leadership,659042
15363,Q190,2022,Paraprofessionals,255257
15364,Q190,2022,Teacher,5781704
15365,Q190,2023,Leadership,756436
15366,Q190,2023,Paraprofessionals,255469
15367,Q190,2023,Teacher,5776057
15368,Q191,2018,Leadership,271989
15369,Q191,2018,Paraprofessionals,216439
15370,Q191,2018,Teacher,2135593
15371,Q191,2019,Leadership,287598
15372,Q191,2019,Paraprofessionals,293328
15373,Q191,2019,Teacher,2243115
15374,Q191,2020,Leadership,262807
15375,Q191,2020,Paraprofessionals,391599
15376,Q191,2020,Teacher,2484644
15377,Q191,2021,Leadership,299293
15378,Q191,2021,Paraprofessionals,429324
15379,Q191,2021,Teacher,2736344
15380,Q191,2022,Leadership,315938
15381,Q191,2022,Paraprofessionals,380621
15382,Q191,2022,Teacher,2890796
15383,Q191,2023,Leadership,317444
15384,Q191,2023,Paraprofessionals,381964
15385,Q191,2023,Teacher,2880264
15386,Q192,2018,Leadership,341399
15387,Q192,2018,Paraprofessionals,314388
15388,Q192,2018,Teacher,2554413
15389,Q192,2019,Leadership,362155
15390,Q192,2019,Paraprofessionals,361064
15391,Q192,2019,Teacher,2851629
15392,Q192,2020,Leadership,356709
15393,Q192,2020,Paraprofessionals,326782
15394,Q192,2020,Teacher,2706393
15395,Q192,2021,Leadership,472587
15396,Q192,2021,Paraprofessionals,369810
15397,Q192,2021,Teacher,2851961
15398,Q192,2022,Leadership,447132
15399,Q192,2022,Paraprofessionals,310223
15400,Q192,2022,Teacher,3291706
15401,Q192,2023,Leadership,480757
15402,Q192,2023,Paraprofessionals,308101
15403,Q192,2023,Teacher,2565903
15404,Q193,2018,Leadership,275885
15405,Q193,2018,Paraprofessionals,358996
15406,Q193,2018,Teacher,3581225
15407,Q193,2019,Leadership,289511
15408,Q193,2019,Paraprofessionals,429523
15409,Q193,2019,Teacher,3395233
15410,Q193,2020,Leadership,293561
15411,Q193,2020,Paraprofessionals,496919
15412,Q193,2020,Teacher,3598173
15413,Q193,2021,Leadership,169994
15414,Q193,2021,Paraprofessionals,485880
15415,Q193,2021,Teacher,3925603
15416,Q193,2022,Leadership,278885
15417,Q193,2022,Paraprofessionals,533985
15418,Q193,2022,Teacher,4077326
15419,Q193,2023,Leadership,294506
15420,Q193,2023,Paraprofessionals,543234
15421,Q193,2023,Teacher,3757291
15422,Q194,2018,Leadership,510954
15423,Q194,2018,Paraprofessionals,478386
15424,Q194,2018,Teacher,5970097
15425,Q194,2019,Leadership,542427
15426,Q194,2019,Paraprofessionals,586021
15427,Q194,2019,Teacher,6366474
15428,Q194,2020,Leadership,536587
15429,Q194,2020,Paraprofessionals,573019
15430,Q194,2020,Teacher,6731362
15431,Q194,2021,Leadership,421000
15432,Q194,2021,Paraprofessionals,485407
15433,Q194,2021,Teacher,6800224
15434,Q194,2022,Leadership,542931
15435,Q194,2022,Paraprofessionals,401724
15436,Q194,2022,Teacher,6935879
15437,Q194,2023,Leadership,589922
15438,Q194,2023,Paraprofessionals,371539
15439,Q194,2023,Teacher,6294011
15440,Q195,2018,Leadership,294759
15441,Q195,2018,Paraprofessionals,608904
15442,Q195,2018,Teacher,3492019
15443,Q195,2019,Leadership,312598
15444,Q195,2019,Paraprofessionals,579310
15445,Q195,2019,Teacher,3389909
15446,Q195,2020,Leadership,204627
15447,Q195,2020,Paraprofessionals,528381
15448,Q195,2020,Teacher,3435516
15449,Q195,2021,Leadership,144370
15450,Q195,2021,Paraprofessionals,543054
15451,Q195,2021,Teacher,2958708
15452,Q195,2022,Leadership,188436
15453,Q195,2022,Paraprofessionals,396620
15454,Q195,2022,Teacher,2858047
15455,Q195,2023,Leadership,296126
15456,Q195,2023,Paraprofessionals,422066
15457,Q195,2023,Teacher,2900324
15458,Q196,2018,Leadership,383820
15459,Q196,2018,Paraprofessionals,255097
15460,Q196,2018,Teacher,4634666
15461,Q196,2019,Leadership,409568
15462,Q196,2019,Paraprofessionals,377481
15463,Q196,2019,Teacher,4829328
15464,Q196,2020,Leadership,414260
15465,Q196,2020,Paraprofessionals,438599
15466,Q196,2020,Teacher,5034904
15467,Q196,2021,Leadership,443848
15468,Q196,2021,Paraprofessionals,418649
15469,Q196,2021,Teacher,5284421
15470,Q196,2022,Leadership,467121
15471,Q196,2022,Paraprofessionals,394835
15472,Q196,2022,Teacher,4873019
15473,Q196,2023,Leadership,478944
15474,Q196,2023,Paraprofessionals,309153
15475,Q196,2023,Teacher,4526820
15476,Q197,2018,Leadership,375858
15477,Q197,2018,Paraprofessionals,635675
15478,Q197,2018,Teacher,3456205
15479,Q197,2019,Leadership,401544
15480,Q197,2019,Paraprofessionals,754308
15481,Q197,2019,Teacher,4014884
15482,Q197,2020,Leadership,408741
15483,Q197,2020,Paraprofessionals,856250
15484,Q197,2020,Teacher,4221630
15485,Q197,2021,Leadership,427090
15486,Q197,2021,Paraprofessionals,805263
15487,Q197,2021,Teacher,3948411
15488,Q197,2022,Leadership,313421
15489,Q197,2022,Paraprofessionals,732672
15490,Q197,2022,Teacher,3311236
15491,Q197,2023,Leadership,319439
15492,Q197,2023,Paraprofessionals,680990
15493,Q197,2023,Teacher,3108156
15494,Q199,2018,Leadership,412221
15495,Q199,2018,Paraprofessionals,383843
15496,Q199,2018,Teacher,5655774
15497,Q199,2019,Leadership,455258
15498,Q199,2019,Paraprofessionals,529475
15499,Q199,2019,Teacher,5339244
15500,Q199,2020,Leadership,296326
15501,Q199,2020,Paraprofessionals,596297
15502,Q199,2020,Teacher,5169930
15503,Q199,2021,Leadership,446300
15504,Q199,2021,Paraprofessionals,598187
15505,Q199,2021,Teacher,4696300
15506,Q199,2022,Leadership,473374
15507,Q199,2022,Paraprofessionals,595763
15508,Q199,2022,Teacher,4883535
15509,Q199,2023,Leadership,461598
15510,Q199,2023,Paraprofessionals,650930
15511,Q199,2023,Teacher,4520777
15512,Q200,2018,Leadership,286840
15513,Q200,2018,Paraprofessionals,485473
15514,Q200,2018,Teacher,3598006
15515,Q200,2019,Leadership,306992
15516,Q200,2019,Paraprofessionals,506908
15517,Q200,2019,Teacher,3781504
15518,Q200,2020,Leadership,311410
15519,Q200,2020,Paraprofessionals,524191
15520,Q200,2020,Teacher,3987185
15521,Q200,2021,Leadership,211253
15522,Q200,2021,Paraprofessionals,556911
15523,Q200,2021,Teacher,4012523
15524,Q200,2022,Leadership,346039
15525,Q200,2022,Paraprofessionals,533753
15526,Q200,2022,Teacher,4442319
15527,Q200,2023,Leadership,352458
15528,Q200,2023,Paraprofessionals,590793
15529,Q200,2023,Teacher,4458604
15530,Q201,2018,Leadership,290875
15531,Q201,2018,Paraprofessionals,527258
15532,Q201,2018,Teacher,3662197
15533,Q201,2019,Leadership,416448
15534,Q201,2019,Paraprofessionals,593444
15535,Q201,2019,Teacher,3287670
15536,Q201,2020,Leadership,392041
15537,Q201,2020,Paraprofessionals,632525
15538,Q201,2020,Teacher,3640539
15539,Q201,2021,Leadership,461247
15540,Q201,2021,Paraprofessionals,646538
15541,Q201,2021,Teacher,3290862
15542,Q201,2022,Leadership,477928
15543,Q201,2022,Paraprofessionals,660803
15544,Q201,2022,Teacher,3495234
15545,Q201,2023,Leadership,489184
15546,Q201,2023,Paraprofessionals,749636
15547,Q201,2023,Teacher,3331118
15548,Q202,2018,Leadership,653174
15549,Q202,2018,Paraprofessionals,268894
15550,Q202,2018,Teacher,5823794
15551,Q202,2019,Leadership,545537
15552,Q202,2019,Paraprofessionals,322525
15553,Q202,2019,Teacher,6093613
15554,Q202,2020,Leadership,585660
15555,Q202,2020,Paraprofessionals,460103
15556,Q202,2020,Teacher,6208165
15557,Q202,2021,Leadership,557807
15558,Q202,2021,Paraprofessionals,462095
15559,Q202,2021,Teacher,6205218
15560,Q202,2022,Leadership,562225
15561,Q202,2022,Paraprofessionals,514079
15562,Q202,2022,Teacher,5894812
15563,Q202,2023,Leadership,569096
15564,Q202,2023,Paraprofessionals,449839
15565,Q202,2023,Teacher,5637172
15566,Q203,2018,Leadership,264281
15567,Q203,2018,Paraprofessionals,830678
15568,Q203,2018,Teacher,4568377
15569,Q203,2019,Leadership,283633
15570,Q203,2019,Paraprofessionals,824314
15571,Q203,2019,Teacher,4597528
15572,Q203,2020,Leadership,286461
15573,Q203,2020,Paraprofessionals,952744
15574,Q203,2020,Teacher,5084902
15575,Q203,2021,Leadership,307658
15576,Q203,2021,Paraprofessionals,925234
15577,Q203,2021,Teacher,5016708
15578,Q203,2022,Leadership,307236
15579,Q203,2022,Paraprofessionals,810387
15580,Q203,2022,Teacher,5375627
15581,Q203,2023,Leadership,331853
15582,Q203,2023,Paraprofessionals,875987
15583,Q203,2023,Teacher,5225515
15584,Q204,2018,Leadership,268609
15585,Q204,2018,Paraprofessionals,177511
15586,Q204,2018,Teacher,3759604
15587,Q204,2019,Leadership,291451
15588,Q204,2019,Paraprofessionals,173576
15589,Q204,2019,Teacher,3355073
15590,Q204,2020,Leadership,326930
15591,Q204,2020,Paraprofessionals,221596
15592,Q204,2020,Teacher,3605017
15593,Q204,2021,Leadership,466156
15594,Q204,2021,Paraprofessionals,210247
15595,Q204,2021,Teacher,3608220
15596,Q204,2022,Leadership,374718
15597,Q204,2022,Paraprofessionals,160186
15598,Q204,2022,Teacher,3750785
15599,Q204,2023,Leadership,507157
15600,Q204,2023,Paraprofessionals,200742
15601,Q204,2023,Teacher,3598972
15602,Q205,2018,Leadership,150860
15603,Q205,2018,Paraprofessionals,336002
15604,Q205,2018,Teacher,1689781
15605,Q205,2019,Leadership,163350
15606,Q205,2019,Paraprofessionals,439760
15607,Q205,2019,Teacher,1919174
15608,Q205,2020,Leadership,169839
15609,Q205,2020,Paraprofessionals,395648
15610,Q205,2020,Teacher,1973469
15611,Q205,2021,Leadership,177307
15612,Q205,2021,Paraprofessionals,277023
15613,Q205,2021,Teacher,2039606
15614,Q205,2022,Leadership,186273
15615,Q205,2022,Paraprofessionals,180678
15616,Q205,2022,Teacher,1905752
15617,Q205,2023,Leadership,187530
15618,Q205,2023,Paraprofessionals,227556
15619,Q205,2023,Teacher,2084859
15620,Q206,2018,Leadership,271830
15621,Q206,2018,Paraprofessionals,488962
15622,Q206,2018,Teacher,3836166
15623,Q206,2019,Leadership,287439
15624,Q206,2019,Paraprofessionals,513532
15625,Q206,2019,Teacher,4018415
15626,Q206,2020,Leadership,290283
15627,Q206,2020,Paraprofessionals,511913
15628,Q206,2020,Teacher,4052776
15629,Q206,2021,Leadership,303237
15630,Q206,2021,Paraprofessionals,513300
15631,Q206,2021,Teacher,3814997
15632,Q206,2022,Leadership,320278
15633,Q206,2022,Paraprofessionals,443041
15634,Q206,2022,Teacher,4126422
15635,Q206,2023,Leadership,222160
15636,Q206,2023,Paraprofessionals,545650
15637,Q206,2023,Teacher,4148687
15638,Q207,2018,Leadership,377896
15639,Q207,2018,Paraprofessionals,636384
15640,Q207,2018,Teacher,5662632
15641,Q207,2019,Leadership,369180
15642,Q207,2019,Paraprofessionals,678068
15643,Q207,2019,Teacher,5537907
15644,Q207,2020,Leadership,288686
15645,Q207,2020,Paraprofessionals,763171
15646,Q207,2020,Teacher,6119965
15647,Q207,2021,Leadership,431914
15648,Q207,2021,Paraprofessionals,723554
15649,Q207,2021,Teacher,6444508
15650,Q207,2022,Leadership,389286
15651,Q207,2022,Paraprofessionals,733596
15652,Q207,2022,Teacher,6415078
15653,Q207,2023,Leadership,441336
15654,Q207,2023,Paraprofessionals,825376
15655,Q207,2023,Teacher,6644466
15656,Q208,2018,Leadership,389606
15657,Q208,2018,Paraprofessionals,238158
15658,Q208,2018,Teacher,4518915
15659,Q208,2019,Leadership,446862
15660,Q208,2019,Paraprofessionals,211506
15661,Q208,2019,Teacher,4102859
15662,Q208,2020,Leadership,436954
15663,Q208,2020,Paraprofessionals,228076
15664,Q208,2020,Teacher,4576930
15665,Q208,2021,Leadership,250464
15666,Q208,2021,Paraprofessionals,298711
15667,Q208,2021,Teacher,4953288
15668,Q208,2022,Leadership,461412
15669,Q208,2022,Paraprofessionals,405443
15670,Q208,2022,Teacher,5077519
15671,Q208,2023,Leadership,477199
15672,Q208,2023,Paraprofessionals,522942
15673,Q208,2023,Teacher,4794839
15674,Q209,2018,Leadership,278294
15675,Q209,2018,Paraprofessionals,448998
15676,Q209,2018,Teacher,3149004
15677,Q209,2019,Leadership,298055
15678,Q209,2019,Paraprofessionals,405549
15679,Q209,2019,Teacher,3396928
15680,Q209,2020,Leadership,300889
15681,Q209,2020,Paraprofessionals,427884
15682,Q209,2020,Teacher,3572197
15683,Q209,2021,Leadership,314045
15684,Q209,2021,Paraprofessionals,511707
15685,Q209,2021,Teacher,3786424
15686,Q209,2022,Leadership,209948
15687,Q209,2022,Paraprofessionals,583988
15688,Q209,2022,Teacher,3855669
15689,Q209,2023,Leadership,315408
15690,Q209,2023,Paraprofessionals,690137
15691,Q209,2023,Teacher,3747787
15692,Q210,2018,Leadership,809678
15693,Q210,2018,Paraprofessionals,532880
15694,Q210,2018,Teacher,9142691
15695,Q210,2019,Leadership,720364
15696,Q210,2019,Paraprofessionals,469823
15697,Q210,2019,Teacher,9791346
15698,Q210,2020,Leadership,638134
15699,Q210,2020,Paraprofessionals,495793
15700,Q210,2020,Teacher,9905036
15701,Q210,2021,Leadership,702409
15702,Q210,2021,Paraprofessionals,537762
15703,Q210,2021,Teacher,10214373
15704,Q210,2022,Leadership,785761
15705,Q210,2022,Paraprofessionals,791565
15706,Q210,2022,Teacher,10234405
15707,Q210,2023,Leadership,856713
15708,Q210,2023,Paraprofessionals,510616
15709,Q210,2023,Teacher,10462173
15710,Q211,2018,Leadership,195847
15711,Q211,2018,Paraprofessionals,136237
15712,Q211,2018,Teacher,1868880
15713,Q211,2019,Leadership,284318
15714,Q211,2019,Paraprofessionals,214769
15715,Q211,2019,Teacher,2872910
15716,Q211,2020,Leadership,274570
15717,Q211,2020,Paraprofessionals,416699
15718,Q211,2020,Teacher,3792300
15719,Q211,2021,Leadership,361122
15720,Q211,2021,Paraprofessionals,531054
15721,Q211,2021,Teacher,4302136
15722,Q211,2022,Leadership,429228
15723,Q211,2022,Paraprofessionals,597492
15724,Q211,2022,Teacher,5701734
15725,Q211,2023,Leadership,307987
15726,Q211,2023,Paraprofessionals,796251
15727,Q211,2023,Teacher,5536060
15728,Q212,2018,Leadership,386587
15729,Q212,2018,Paraprofessionals,858322
15730,Q212,2018,Teacher,4541870
15731,Q212,2019,Leadership,415828
15732,Q212,2019,Paraprofessionals,755312
15733,Q212,2019,Teacher,4733587
15734,Q212,2020,Leadership,420482
15735,Q212,2020,Paraprofessionals,931311
15736,Q212,2020,Teacher,4716650
15737,Q212,2021,Leadership,271447
15738,Q212,2021,Paraprofessionals,759084
15739,Q212,2021,Teacher,4794366
15740,Q212,2022,Leadership,302404
15741,Q212,2022,Paraprofessionals,829634
15742,Q212,2022,Teacher,5251916
15743,Q212,2023,Leadership,419459
15744,Q212,2023,Paraprofessionals,860642
15745,Q212,2023,Teacher,4942416
15746,Q213,2018,Leadership,53998
15747,Q213,2018,Paraprofessionals,544289
15748,Q213,2018,Teacher,2783926
15749,Q213,2019,Leadership,270694
15750,Q213,2019,Paraprofessionals,573956
15751,Q213,2019,Teacher,2870574
15752,Q213,2020,Leadership,173916
15753,Q213,2020,Paraprofessionals,691299
15754,Q213,2020,Teacher,3212901
15755,Q213,2021,Leadership,290136
15756,Q213,2021,Paraprofessionals,703538
15757,Q213,2021,Teacher,3519606
15758,Q213,2022,Leadership,304297
15759,Q213,2022,Paraprofessionals,675705
15760,Q213,2022,Teacher,3483569
15761,Q213,2023,Leadership,314114
15762,Q213,2023,Paraprofessionals,726661
15763,Q213,2023,Teacher,3377331
15764,Q214,2018,Leadership,280976
15765,Q214,2018,Paraprofessionals,395893
15766,Q214,2018,Teacher,3216326
15767,Q214,2019,Leadership,312614
15768,Q214,2019,Paraprofessionals,466565
15769,Q214,2019,Teacher,2631862
15770,Q214,2020,Leadership,229205
15771,Q214,2020,Paraprofessionals,448588
15772,Q214,2020,Teacher,3040804
15773,Q214,2021,Leadership,323697
15774,Q214,2021,Paraprofessionals,468925
15775,Q214,2021,Teacher,3090528
15776,Q214,2022,Leadership,340697
15777,Q214,2022,Paraprofessionals,494212
15778,Q214,2022,Teacher,3052765
15779,Q214,2023,Leadership,343078
15780,Q214,2023,Paraprofessionals,535468
15781,Q214,2023,Teacher,3040842
15782,Q216,2018,Leadership,640893
15783,Q216,2018,Paraprofessionals,389824
15784,Q216,2018,Teacher,6538179
15785,Q216,2019,Leadership,685484
15786,Q216,2019,Paraprofessionals,298780
15787,Q216,2019,Teacher,6588816
15788,Q216,2020,Leadership,679281
15789,Q216,2020,Paraprofessionals,344388
15790,Q216,2020,Teacher,6888183
15791,Q216,2021,Leadership,503526
15792,Q216,2021,Paraprofessionals,363043
15793,Q216,2021,Teacher,7318130
15794,Q216,2022,Leadership,567932
15795,Q216,2022,Paraprofessionals,352967
15796,Q216,2022,Teacher,7658644
15797,Q216,2023,Leadership,594757
15798,Q216,2023,Paraprofessionals,395295
15799,Q216,2023,Teacher,7246741
15800,Q217,2018,Leadership,614757
15801,Q217,2018,Paraprofessionals,717798
15802,Q217,2018,Teacher,7936266
15803,Q217,2019,Leadership,538532
15804,Q217,2019,Paraprofessionals,742345
15805,Q217,2019,Teacher,9044556
15806,Q217,2020,Leadership,626451
15807,Q217,2020,Paraprofessionals,896050
15808,Q217,2020,Teacher,8696390
15809,Q217,2021,Leadership,689324
15810,Q217,2021,Paraprofessionals,993859
15811,Q217,2021,Teacher,9218922
15812,Q217,2022,Leadership,714553
15813,Q217,2022,Paraprofessionals,822852
15814,Q217,2022,Teacher,9404838
15815,Q217,2023,Leadership,723143
15816,Q217,2023,Paraprofessionals,742781
15817,Q217,2023,Teacher,8835409
15818,Q219,2018,Leadership,465569
15819,Q219,2018,Paraprofessionals,508296
15820,Q219,2018,Teacher,6038371
15821,Q219,2019,Leadership,550775
15822,Q219,2019,Paraprofessionals,711381
15823,Q219,2019,Teacher,6333072
15824,Q219,2020,Leadership,567409
15825,Q219,2020,Paraprofessionals,760816
15826,Q219,2020,Teacher,6393238
15827,Q219,2021,Leadership,597253
15828,Q219,2021,Paraprofessionals,891511
15829,Q219,2021,Teacher,6755608
15830,Q219,2022,Leadership,464312
15831,Q219,2022,Paraprofessionals,783964
15832,Q219,2022,Teacher,6835882
15833,Q219,2023,Leadership,444502
15834,Q219,2023,Paraprofessionals,683530
15835,Q219,2023,Teacher,6666152
15836,Q220,2018,Leadership,398807
15837,Q220,2018,Paraprofessionals,885367
15838,Q220,2018,Teacher,3568756
15839,Q220,2019,Leadership,413727
15840,Q220,2019,Paraprofessionals,971569
15841,Q220,2019,Teacher,3908587
15842,Q220,2020,Leadership,361588
15843,Q220,2020,Paraprofessionals,860870
15844,Q220,2020,Teacher,3826642
15845,Q220,2021,Leadership,449552
15846,Q220,2021,Paraprofessionals,915424
15847,Q220,2021,Teacher,3957052
15848,Q220,2022,Leadership,417437
15849,Q220,2022,Paraprofessionals,820320
15850,Q220,2022,Teacher,4211506
15851,Q220,2023,Leadership,438822
15852,Q220,2023,Paraprofessionals,720337
15853,Q220,2023,Teacher,4081306
15854,Q221,2018,Leadership,263255
15855,Q221,2018,Paraprofessionals,448523
15856,Q221,2018,Teacher,3136074
15857,Q221,2019,Leadership,280855
15858,Q221,2019,Paraprofessionals,445140
15859,Q221,2019,Teacher,3270465
15860,Q221,2020,Leadership,283556
15861,Q221,2020,Paraprofessionals,428968
15862,Q221,2020,Teacher,3605904
15863,Q221,2021,Leadership,298359
15864,Q221,2021,Paraprofessionals,424832
15865,Q221,2021,Teacher,3585352
15866,Q221,2022,Leadership,264026
15867,Q221,2022,Paraprofessionals,528902
15868,Q221,2022,Teacher,4148290
15869,Q221,2023,Leadership,301864
15870,Q221,2023,Paraprofessionals,625209
15871,Q221,2023,Teacher,3918746
15872,Q222,2018,Leadership,275985
15873,Q222,2018,Paraprofessionals,415238
15874,Q222,2018,Teacher,1612797
15875,Q222,2019,Leadership,304901
15876,Q222,2019,Paraprofessionals,418265
15877,Q222,2019,Teacher,1592403
15878,Q222,2020,Leadership,314842
15879,Q222,2020,Paraprofessionals,352574
15880,Q222,2020,Teacher,1552908
15881,Q222,2021,Leadership,328685
15882,Q222,2021,Paraprofessionals,181551
15883,Q222,2021,Teacher,1520068
15884,Q222,2022,Leadership,351881
15885,Q222,2022,Paraprofessionals,187549
15886,Q222,2022,Teacher,1625096
15887,Q222,2023,Leadership,343679
15888,Q222,2023,Paraprofessionals,206663
15889,Q222,2023,Teacher,1533107
15890,Q223,2018,Leadership,401926
15891,Q223,2018,Paraprofessionals,590316
15892,Q223,2018,Teacher,3922172
15893,Q223,2019,Leadership,325588
15894,Q223,2019,Paraprofessionals,681066
15895,Q223,2019,Teacher,4346214
15896,Q223,2020,Leadership,413839
15897,Q223,2020,Paraprofessionals,642422
15898,Q223,2020,Teacher,4647571
15899,Q223,2021,Leadership,432877
15900,Q223,2021,Paraprofessionals,686987
15901,Q223,2021,Teacher,4428304
15902,Q223,2022,Leadership,462892
15903,Q223,2022,Paraprofessionals,634775
15904,Q223,2022,Teacher,4278052
15905,Q223,2023,Leadership,274007
15906,Q223,2023,Paraprofessionals,644048
15907,Q223,2023,Teacher,4421415
15908,Q224,2018,Leadership,746071
15909,Q224,2018,Paraprofessionals,4189769
15910,Q224,2018,Teacher,1316183
15911,Q224,2019,Leadership,765921
15912,Q224,2019,Paraprofessionals,4388805
15913,Q224,2019,Teacher,1311064
15914,Q224,2020,Leadership,678468
15915,Q224,2020,Paraprofessionals,4801208
15916,Q224,2020,Teacher,1483166
15917,Q224,2021,Leadership,517610
15918,Q224,2021,Paraprofessionals,4883575
15919,Q224,2021,Teacher,1386330
15920,Q224,2022,Leadership,753063
15921,Q224,2022,Paraprofessionals,4311731
15922,Q224,2022,Teacher,1547922
15923,Q224,2023,Leadership,704443
15924,Q224,2023,Paraprofessionals,4684766
15925,Q224,2023,Teacher,1746374
15926,Q226,2018,Leadership,643174
15927,Q226,2018,Paraprofessionals,328526
15928,Q226,2018,Teacher,4271878
15929,Q226,2019,Leadership,647284
15930,Q226,2019,Paraprofessionals,326764
15931,Q226,2019,Teacher,5078843
15932,Q226,2020,Leadership,548271
15933,Q226,2020,Paraprofessionals,394055
15934,Q226,2020,Teacher,5465304
15935,Q226,2021,Leadership,701763
15936,Q226,2021,Paraprofessionals,412576
15937,Q226,2021,Teacher,5923598
15938,Q226,2022,Leadership,734908
15939,Q226,2022,Paraprofessionals,387787
15940,Q226,2022,Teacher,5731573
15941,Q226,2023,Leadership,724722
15942,Q226,2023,Paraprofessionals,326306
15943,Q226,2023,Teacher,5928719
15944,Q227,2018,Leadership,530825
15945,Q227,2018,Paraprofessionals,1035575
15946,Q227,2018,Teacher,7985162
15947,Q227,2019,Leadership,556957
15948,Q227,2019,Paraprofessionals,1187445
15949,Q227,2019,Teacher,8437959
15950,Q227,2020,Leadership,678319
15951,Q227,2020,Paraprofessionals,1118216
15952,Q227,2020,Teacher,8478632
15953,Q227,2021,Leadership,604481
15954,Q227,2021,Paraprofessionals,1179446
15955,Q227,2021,Teacher,8415728
15956,Q227,2022,Leadership,742252
15957,Q227,2022,Paraprofessionals,1136951
15958,Q227,2022,Teacher,8779023
15959,Q227,2023,Leadership,741043
15960,Q227,2023,Paraprofessionals,1135085
15961,Q227,2023,Teacher,8661169
15962,Q228,2018,Leadership,282984
15963,Q228,2018,Paraprofessionals,326132
15964,Q228,2018,Teacher,2486146
15965,Q228,2019,Leadership,299238
15966,Q228,2019,Paraprofessionals,231348
15967,Q228,2019,Teacher,2579326
15968,Q228,2020,Leadership,302176
15969,Q228,2020,Paraprofessionals,392703
15970,Q228,2020,Teacher,2442734
15971,Q228,2021,Leadership,323422
15972,Q228,2021,Paraprofessionals,476834
15973,Q228,2021,Teacher,2530645
15974,Q228,2022,Leadership,336482
15975,Q228,2022,Paraprofessionals,383484
15976,Q228,2022,Teacher,2449395
15977,Q228,2023,Leadership,338028
15978,Q228,2023,Paraprofessionals,216459
15979,Q228,2023,Teacher,2525703
15980,Q229,2018,Leadership,516669
15981,Q229,2018,Paraprofessionals,1068859
15982,Q229,2018,Teacher,7316329
15983,Q229,2019,Leadership,546018
15984,Q229,2019,Paraprofessionals,1078197
15985,Q229,2019,Teacher,7567159
15986,Q229,2020,Leadership,550247
15987,Q229,2020,Paraprofessionals,1229953
15988,Q229,2020,Teacher,7574932
15989,Q229,2021,Leadership,585148
15990,Q229,2021,Paraprofessionals,1151773
15991,Q229,2021,Teacher,8166721
15992,Q229,2022,Leadership,621046
15993,Q229,2022,Paraprofessionals,1171122
15994,Q229,2022,Teacher,8206991
15995,Q229,2023,Leadership,623536
15996,Q229,2023,Paraprofessionals,1135381
15997,Q229,2023,Teacher,7681798
15998,Q230,2018,Leadership,438001
15999,Q230,2018,Paraprofessionals,328720
16000,Q230,2018,Teacher,6044956
16001,Q230,2019,Leadership,482248
16002,Q230,2019,Paraprofessionals,309577
16003,Q230,2019,Teacher,7277946
16004,Q230,2020,Leadership,591374
16005,Q230,2020,Paraprofessionals,214484
16006,Q230,2020,Teacher,6982709
16007,Q230,2021,Leadership,557351
16008,Q230,2021,Paraprofessionals,235441
16009,Q230,2021,Teacher,7183522
16010,Q230,2022,Leadership,612035
16011,Q230,2022,Paraprofessionals,361515
16012,Q230,2022,Teacher,7158511
16013,Q230,2023,Leadership,605268
16014,Q230,2023,Paraprofessionals,359745
16015,Q230,2023,Teacher,7180120
16016,Q232,2018,Leadership,403420
16017,Q232,2018,Paraprofessionals,339765
16018,Q232,2018,Teacher,5402840
16019,Q232,2019,Leadership,432539
16020,Q232,2019,Paraprofessionals,388451
16021,Q232,2019,Teacher,5641635
16022,Q232,2020,Leadership,441837
16023,Q232,2020,Paraprofessionals,384454
16024,Q232,2020,Teacher,5829606
16025,Q232,2021,Leadership,461780
16026,Q232,2021,Paraprofessionals,342377
16027,Q232,2021,Teacher,6249688
16028,Q232,2022,Leadership,481275
16029,Q232,2022,Paraprofessionals,426750
16030,Q232,2022,Teacher,6053412
16031,Q232,2023,Leadership,483099
16032,Q232,2023,Paraprofessionals,498093
16033,Q232,2023,Teacher,5937963
16034,Q233,2018,Leadership,715485
16035,Q233,2018,Paraprofessionals,5320489
16036,Q233,2018,Teacher,3865421
16037,Q233,2019,Leadership,829859
16038,Q233,2019,Paraprofessionals,5543754
16039,Q233,2019,Teacher,3872076
16040,Q233,2020,Leadership,894394
16041,Q233,2020,Paraprofessionals,6134547
16042,Q233,2020,Teacher,4405693
16043,Q233,2021,Leadership,983921
16044,Q233,2021,Paraprofessionals,6552712
16045,Q233,2021,Teacher,4237534
16046,Q233,2022,Leadership,1008476
16047,Q233,2022,Paraprofessionals,6329831
16048,Q233,2022,Teacher,3924076
16049,Q233,2023,Leadership,932500
16050,Q233,2023,Paraprofessionals,6167282
16051,Q233,2023,Teacher,4315162
16052,Q234,2018,Leadership,378982
16053,Q234,2018,Paraprofessionals,698230
