,location_code,fiscal_year,budget_category,amountNum
4536,K319,2023,Paraprofessionals,237941
4537,K319,2023,Teacher,1152515
4538,K321,2018,Leadership,519101
4539,K321,2018,Paraprofessionals,587655
4540,K321,2018,Teacher,7268532
4541,K321,2019,Leadership,546767
4542,K321,2019,Paraprofessionals,696499
4543,K321,2019,Teacher,7380189
4544,K321,2020,Leadership,550877
4545,K321,2020,Paraprofessionals,746428
4546,K321,2020,Teacher,7563364
4547,K321,2021,Leadership,584124
4548,K321,2021,Paraprofessionals,891448
4549,K321,2021,Teacher,7705216
4550,K321,2022,Leadership,454283
4551,K321,2022,Paraprofessionals,809873
4552,K321,2022,Teacher,8318681
4553,K321,2023,Leadership,456054
4554,K321,2023,Paraprofessionals,753944
4555,K321,2023,Teacher,8027526
4556,K323,2018,Leadership,301772
4557,K323,2018,Paraprofessionals,336400
4558,K323,2018,Teacher,2867239
4559,K323,2019,Leadership,307986
4560,K323,2019,Paraprofessionals,584131
4561,K323,2019,Teacher,3440500
4562,K323,2020,Leadership,319083
4563,K323,2020,Paraprofessionals,518815
4564,K323,2020,Teacher,3579388
4565,K323,2021,Leadership,333329
4566,K323,2021,Paraprofessionals,529728
4567,K323,2021,Teacher,3519722
4568,K323,2022,Leadership,344343
4569,K323,2022,Paraprofessionals,477745
4570,K323,2022,Teacher,3800836
4571,K323,2023,Leadership,345930
4572,K323,2023,Paraprofessionals,403008
4573,K323,2023,Teacher,3878628
4574,K325,2018,Leadership,273616
4575,K325,2018,Paraprofessionals,291726
4576,K325,2018,Teacher,1405902
4577,K325,2019,Leadership,241284
4578,K325,2019,Paraprofessionals,186684
4579,K325,2019,Teacher,896553
